CustomerID,first_order,last_order,orders,units,gross_revenue,country,distinct_products,returns_value,net_revenue,aov,recency_days,tenure_days,first_order_month,in_rfm,R,F,M,segment
12358,2011-07-12 10:04:00,2011-12-08 10:26:00,2,242,928.06,Austria,12,0.0,928.06,464.03,2,149,2011-07,True,5.0,2.0,4.0,Potential Loyalists
12359,2011-01-12 12:43:00,2011-10-13 12:47:00,4,1609,6310.03,Cyprus,214,127.05,6182.98,1577.51,58,274,2011-01,True,3.0,4.0,5.0,Loyal Customers
12360,2011-05-23 09:43:00,2011-10-18 15:22:00,3,1156,2302.06,Austria,104,0.0,2302.06,767.35,53,148,2011-05,True,3.0,3.0,5.0,Need Attention
12361,2011-02-25 13:51:00,2011-02-25 13:51:00,1,90,174.9,Belgium,9,0.0,174.9,174.9,288,0,2011-02,True,1.0,1.0,1.0,Hibernating
12362,2011-02-17 10:30:00,2011-12-06 15:40:00,10,2197,4737.23,Belgium,200,71.65,4665.58,473.72,4,292,2011-02,True,5.0,5.0,5.0,Champions
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,408,552.0,Unspecified,23,0.0,552.0,276.0,110,133,2011-04,True,2.0,2.0,3.0,Hibernating
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1499,1208.1,Belgium,69,0.0,1208.1,302.02,8,105,2011-08,True,5.0,4.0,4.0,Champions
12365,2011-02-21 13:51:00,2011-02-21 13:51:00,1,173,320.69,Cyprus,21,0.0,320.69,320.69,292,0,2011-02,True,1.0,1.0,2.0,Hibernating
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,172,150.9,Denmark,10,0.0,150.9,150.9,5,0,2011-12,True,5.0,1.0,1.0,New Customers
12370,2010-12-14 12:58:00,2011-10-19 14:51:00,4,2349,3421.94,Cyprus,142,0.0,3421.94,855.48,52,309,2010-12,True,3.0,4.0,5.0,Loyal Customers
12371,2011-10-11 10:43:00,2011-10-11 10:43:00,1,582,1527.96,Switzerland,62,0.0,1527.96,1527.96,60,0,2011-10,True,3.0,1.0,4.0,About to Sleep
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,788,1196.04,Denmark,33,0.0,1196.04,398.68,72,225,2011-02,True,3.0,3.0,4.0,Need Attention
12373,2011-02-01 13:10:00,2011-02-01 13:10:00,1,196,324.6,Austria,13,0.0,324.6,324.6,312,0,2011-02,True,1.0,1.0,2.0,Hibernating
12374,2011-11-14 15:37:00,2011-11-14 15:37:00,1,339,622.93,Austria,32,0.0,622.93,622.93,26,0,2011-11,True,4.0,1.0,3.0,Promising
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,176,377.5,Finland,13,2.08,375.42,188.75,11,88,2011-09,True,5.0,2.0,2.0,Potential Loyalists
12377,2010-12-20 09:37:00,2011-01-28 15:45:00,2,942,1548.12,Switzerland,71,0.0,1548.12,774.06,316,39,2010-12,True,1.0,2.0,4.0,Hibernating
12378,2011-08-02 10:34:00,2011-08-02 10:34:00,1,2529,4008.62,Switzerland,219,0.0,4008.62,4008.62,130,0,2011-08,True,2.0,1.0,5.0,Hibernating
12379,2011-06-22 16:32:00,2011-09-19 10:09:00,2,402,777.24,Belgium,38,1.95,775.29,388.62,82,89,2011-06,True,2.0,2.0,3.0,Hibernating
12380,2011-06-07 09:49:00,2011-11-18 11:27:00,4,1110,2427.81,Belgium,76,4.25,2423.56,606.95,22,164,2011-06,True,4.0,4.0,5.0,Loyal Customers
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,3,797,1474.81,Norway,69,41.35,1433.46,491.6,5,115,2011-08,True,5.0,3.0,4.0,Potential Loyalists
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1518,1628.56,Belgium,83,11.25,1617.31,325.71,185,168,2010-12,True,1.0,4.0,4.0,At Risk
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,122,425.27,Switzerland,25,19.11,406.16,212.64,29,93,2011-08,True,4.0,2.0,2.0,Potential Loyalists
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,354,401.9,Australia,10,0.0,401.9,200.95,338,29,2010-12,True,1.0,2.0,2.0,Hibernating
12388,2011-01-17 11:12:00,2011-11-24 12:30:00,6,1462,2780.66,Australia,57,0.0,2780.66,463.44,16,311,2011-01,True,4.0,5.0,5.0,Loyal Customers
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,350,504.84,Belgium,31,0.0,504.84,504.84,80,0,2011-09,True,2.0,1.0,3.0,Hibernating
12391,2011-11-18 12:07:00,2011-11-18 12:07:00,1,293,439.66,Cyprus,92,0.0,439.66,439.66,22,0,2011-11,True,4.0,1.0,2.0,Promising
12393,2011-01-11 09:47:00,2011-09-28 15:41:00,4,816,1582.6,Australia,47,0.0,1582.6,395.65,73,260,2011-01,True,2.0,4.0,4.0,At Risk
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,808,1080.48,Belgium,25,0.0,1080.48,540.24,64,154,2011-05,True,3.0,2.0,4.0,About to Sleep
12395,2010-12-03 16:35:00,2011-11-20 15:21:00,12,2097,2682.63,Belgium,90,20.35,2662.28,223.55,20,352,2010-12,True,4.0,5.0,5.0,Loyal Customers
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,1250,2214.9,Belgium,109,0.0,2214.9,1107.45,36,100,2011-07,True,3.0,2.0,5.0,About to Sleep
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1389,1435.66,Switzerland,84,0.0,1435.66,1435.66,46,0,2011-10,True,3.0,1.0,4.0,About to Sleep
12399,2011-03-23 09:42:00,2011-08-12 13:15:00,4,1173,1033.65,Belgium,46,0.0,1033.65,258.41,120,142,2011-03,True,2.0,4.0,4.0,At Risk
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,10,69.3,Belgium,4,0.0,69.3,69.3,304,0,2011-02,True,1.0,1.0,1.0,Hibernating
12402,2011-01-20 13:49:00,2011-01-20 13:49:00,1,92,195.6,Belgium,10,0.0,195.6,195.6,324,0,2011-01,True,1.0,1.0,1.0,Hibernating
12403,2011-10-21 10:51:00,2011-10-21 10:51:00,1,94,391.7,Denmark,4,0.0,391.7,391.7,50,0,2011-10,True,3.0,1.0,2.0,About to Sleep
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,849,1390.39,Finland,53,0.0,1390.39,1390.39,149,0,2011-07,True,2.0,1.0,4.0,Hibernating
12406,2011-06-09 10:23:00,2011-11-17 19:22:00,2,1818,3415.3,Denmark,92,134.55,3280.75,1707.65,23,161,2011-06,True,4.0,2.0,5.0,Potential Loyalists
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1403,1507.12,Belgium,56,0.0,1507.12,301.42,50,215,2011-03,True,3.0,4.0,4.0,Loyal Customers
12408,2011-03-24 14:46:00,2011-11-07 12:27:00,5,1391,2618.55,Belgium,80,30.98,2587.57,523.71,33,228,2011-03,True,4.0,4.0,5.0,Loyal Customers
12409,2011-06-10 12:19:00,2011-09-22 10:38:00,3,5551,11072.67,Switzerland,91,15.74,11056.93,3690.89,79,104,2011-06,True,2.0,3.0,5.0,At Risk
12410,2011-02-04 10:38:00,2011-02-04 10:39:00,2,207,533.33,Switzerland,25,12.25,521.08,266.67,309,0,2011-02,True,1.0,2.0,3.0,Hibernating
12412,2011-06-23 13:51:00,2011-09-26 10:16:00,3,824,1142.88,Denmark,42,0.0,1142.88,380.96,75,95,2011-06,True,2.0,3.0,4.0,At Risk
12413,2011-01-06 16:12:00,2011-10-04 09:00:00,3,282,686.1,France,28,9.95,676.15,228.7,67,271,2011-01,True,3.0,3.0,3.0,Need Attention
12414,2011-02-02 14:51:00,2011-05-06 14:51:00,3,297,442.41,Austria,15,0.0,442.41,147.47,218,93,2011-02,True,1.0,3.0,2.0,At Risk
12415,2011-01-06 11:12:00,2011-11-15 14:22:00,20,77373,124564.53,Australia,443,926.35,123638.18,6228.23,25,313,2011-01,True,4.0,5.0,5.0,Loyal Customers
12417,2010-12-17 11:51:00,2011-12-06 14:52:00,9,1527,3226.1,Belgium,157,70.3,3155.8,358.46,4,354,2010-12,True,5.0,5.0,5.0,Champions
12418,2011-08-19 11:08:00,2011-08-19 11:08:00,1,407,668.58,Switzerland,34,0.0,668.58,668.58,113,0,2011-08,True,2.0,1.0,3.0,Hibernating
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,Cyprus,29,0.0,600.39,600.39,64,0,2011-10,True,3.0,1.0,3.0,About to Sleep
12421,2011-01-24 15:09:00,2011-11-24 09:07:00,4,478,639.04,Spain,31,0.0,639.04,159.76,16,304,2011-01,True,4.0,4.0,3.0,Loyal Customers
12422,2011-01-19 09:13:00,2011-09-05 09:48:00,3,367,683.56,Australia,38,0.0,683.56,227.85,96,229,2011-01,True,2.0,3.0,3.0,At Risk
12423,2010-12-21 10:54:00,2011-12-09 10:10:00,8,1324,1634.31,Belgium,96,10.2,1624.11,204.29,1,353,2010-12,True,5.0,5.0,4.0,Champions
12424,2011-06-30 12:06:00,2011-06-30 12:06:00,2,740,1760.96,Australia,30,0.0,1760.96,880.48,163,0,2011-06,True,2.0,2.0,4.0,Hibernating
12425,2011-09-22 17:31:00,2011-09-22 17:31:00,1,496,777.2,Portugal,36,0.0,777.2,777.2,79,0,2011-09,True,2.0,1.0,3.0,Hibernating
12426,2011-05-29 12:26:00,2011-05-29 12:26:00,1,254,510.73,Germany,29,0.0,510.73,510.73,195,0,2011-05,True,1.0,1.0,3.0,Hibernating
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,526,699.8,Germany,25,117.43,582.37,233.27,22,350,2010-12,True,4.0,3.0,3.0,Potential Loyalists
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,8,3509,6405.26,Finland,256,39.26,6366.0,800.66,26,258,2011-03,True,4.0,5.0,5.0,Loyal Customers
12429,2010-12-09 12:05:00,2011-11-30 17:22:00,4,1538,3388.4,Denmark,81,0.0,3388.4,847.1,10,356,2010-12,True,5.0,4.0,5.0,Champions
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,116,216.4,Norway,10,0.0,216.4,216.4,44,0,2011-10,True,3.0,1.0,1.0,About to Sleep
12431,2010-12-01 10:03:00,2011-11-04 11:55:00,15,2889,6314.95,Australia,162,71.06,6243.89,421.0,36,338,2010-12,True,3.0,5.0,5.0,Loyal Customers
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,4,1800,4359.32,Norway,106,0.0,4359.32,1089.83,43,130,2011-06,True,3.0,4.0,5.0,Loyal Customers
12433,2010-12-01 13:24:00,2011-12-09 10:02:00,7,11071,13375.87,Norway,219,0.0,13375.87,1910.84,1,373,2010-12,True,5.0,5.0,5.0,Champions
12434,2011-03-24 13:05:00,2011-09-16 12:38:00,2,394,806.14,Australia,46,40.95,765.19,403.07,85,176,2011-03,True,2.0,2.0,3.0,Hibernating
12435,2011-03-17 07:40:00,2011-09-21 09:06:00,2,2055,7829.89,Denmark,31,0.0,7829.89,3914.94,80,188,2011-03,True,2.0,2.0,5.0,Hibernating
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,209,429.01,Norway,15,0.0,429.01,429.01,100,0,2011-09,True,2.0,1.0,2.0,Hibernating
12437,2011-01-12 14:13:00,2011-12-08 11:35:00,18,2894,4447.41,France,117,54.75,4392.66,247.08,2,330,2011-01,True,5.0,5.0,5.0,Champions
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1169,2466.85,Norway,83,0.0,2466.85,1233.42,15,126,2011-07,True,4.0,2.0,5.0,Potential Loyalists
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,120,155.55,France,10,0.0,155.55,155.55,367,0,2010-12,True,1.0,1.0,1.0,Hibernating
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,181,144.06,Spain,11,0.0,144.06,144.06,4,0,2011-12,True,5.0,1.0,1.0,New Customers
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1130,4085.46,Norway,137,0.0,4085.46,817.09,22,150,2011-06,True,4.0,4.0,5.0,Loyal Customers
12445,2011-11-17 18:43:00,2011-11-17 18:43:00,1,60,77.4,Spain,3,0.0,77.4,77.4,23,0,2011-11,True,4.0,1.0,1.0,Promising
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.31,RSA,57,0.0,1002.31,1002.31,58,0,2011-10,True,3.0,1.0,4.0,About to Sleep
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,187,431.49,Belgium,25,0.0,431.49,431.49,244,0,2011-04,True,1.0,1.0,2.0,Hibernating
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,240,365.45,Spain,21,0.0,365.45,365.45,45,0,2011-10,True,3.0,1.0,2.0,About to Sleep
12449,2011-06-05 15:37:00,2011-11-17 13:46:00,4,1523,3596.29,Belgium,117,0.0,3596.29,899.07,23,165,2011-06,True,4.0,4.0,5.0,Loyal Customers
12450,2011-06-19 14:36:00,2011-07-06 14:41:00,2,128,197.88,Spain,7,0.0,197.88,98.94,157,17,2011-06,True,2.0,2.0,1.0,Hibernating
12451,2011-01-19 09:05:00,2011-11-29 08:40:00,5,6574,8995.52,Switzerland,264,102.0,8893.52,1799.1,11,314,2011-01,True,5.0,4.0,5.0,Champions
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,181,348.57,Switzerland,20,0.0,348.57,348.57,17,0,2011-11,True,4.0,1.0,2.0,Promising
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,Austria,43,0.0,707.09,707.09,135,0,2011-07,True,2.0,1.0,3.0,Hibernating
12454,2011-10-14 17:13:00,2011-10-14 17:13:00,1,1006,3528.34,Spain,15,3528.34,0.0,3528.34,57,0,2011-10,False,,,,
12455,2011-02-16 09:56:00,2011-09-27 15:31:00,5,2084,2339.86,Spain,84,0.0,2339.86,467.97,74,223,2011-02,True,2.0,4.0,5.0,At Risk
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1618,2581.04,Switzerland,104,27.15,2553.89,860.35,45,210,2011-03,True,3.0,3.0,5.0,Need Attention
12457,2011-04-14 18:57:00,2011-10-04 13:13:00,6,835,2043.23,Switzerland,52,445.45,1597.78,340.54,67,173,2011-04,True,3.0,5.0,4.0,Loyal Customers
12458,2011-02-28 10:55:00,2011-09-29 15:25:00,2,502,787.4,Switzerland,34,0.0,787.4,393.7,72,213,2011-02,True,3.0,2.0,3.0,About to Sleep
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,282,626.88,Switzerland,34,0.0,626.88,626.88,155,0,2011-07,True,2.0,1.0,3.0,Hibernating
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,527,937.59,Spain,50,65.58,872.01,468.8,19,285,2011-02,True,4.0,2.0,3.0,Potential Loyalists
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,768,1200.78,Belgium,64,35.15,1165.63,300.2,54,188,2011-04,True,3.0,4.0,4.0,Loyal Customers
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,95,957.05,Belgium,5,0.0,957.05,119.63,11,299,2011-02,True,5.0,5.0,4.0,Champions
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,475,682.19,Belgium,45,8.3,673.89,341.1,18,152,2011-06,True,4.0,2.0,3.0,Potential Loyalists
12468,2011-01-27 13:29:00,2011-06-05 11:36:00,2,362,657.54,Germany,35,5.5,652.04,328.77,188,129,2011-01,True,1.0,2.0,3.0,Hibernating
12471,2010-12-10 09:35:00,2011-12-07 15:43:00,27,8092,17388.65,Germany,148,1065.13,16323.52,644.02,3,362,2010-12,True,5.0,5.0,5.0,Champions
12472,2010-12-05 14:19:00,2011-11-07 14:01:00,7,4120,6068.11,Germany,218,342.63,5725.48,866.87,33,337,2010-12,True,4.0,5.0,5.0,Loyal Customers
12473,2011-06-01 10:15:00,2011-10-17 11:27:00,3,2394,2585.73,Germany,138,40.46,2545.27,861.91,54,138,2011-06,True,3.0,3.0,5.0,Need Attention
12474,2011-01-14 10:06:00,2011-11-22 14:39:00,18,4798,6694.09,Germany,252,259.32,6434.77,371.89,18,312,2011-01,True,4.0,5.0,5.0,Loyal Customers
12475,2011-10-17 10:10:00,2011-10-17 10:10:00,1,532,669.38,Germany,35,0.0,669.38,669.38,54,0,2011-10,True,3.0,1.0,3.0,About to Sleep
12476,2010-12-13 14:39:00,2011-11-24 12:40:00,11,2357,5898.42,Germany,176,269.84,5628.58,536.22,16,346,2010-12,True,4.0,5.0,5.0,Loyal Customers
12477,2011-02-11 12:45:00,2011-11-17 09:51:00,6,3653,13219.74,Germany,191,102.73,13117.01,2203.29,23,279,2011-02,True,4.0,5.0,5.0,Loyal Customers
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,233,545.99,Greece,35,0.0,545.99,545.99,4,0,2011-12,True,5.0,1.0,3.0,New Customers
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,382,473.2,Germany,30,49.9,423.3,473.2,12,0,2011-11,True,5.0,1.0,2.0,New Customers
12480,2011-01-07 15:27:00,2011-11-11 14:52:00,4,1685,2885.63,Germany,128,0.0,2885.63,721.41,29,308,2011-01,True,4.0,4.0,5.0,Loyal Customers
12481,2010-12-09 10:13:00,2011-11-17 08:29:00,10,3262,5003.82,Germany,149,5.46,4998.36,500.38,23,343,2010-12,True,4.0,5.0,5.0,Loyal Customers
12483,2011-01-04 14:20:00,2011-11-22 17:02:00,8,1094,1910.98,Sweden,45,37.85,1873.13,238.87,18,322,2011-01,True,4.0,5.0,4.0,Loyal Customers
12484,2011-01-07 14:04:00,2011-11-04 15:18:00,4,2166,3939.32,Spain,255,46.45,3892.87,984.83,36,301,2011-01,True,3.0,4.0,5.0,Loyal Customers
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,526,1244.66,France,45,0.0,1244.66,414.89,10,66,2011-09,True,5.0,3.0,4.0,Potential Loyalists
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,103,298.93,France,14,0.0,298.93,298.93,337,0,2011-01,True,1.0,1.0,2.0,Hibernating
12490,2011-01-14 09:13:00,2011-12-04 16:07:00,10,3033,4859.93,France,130,0.0,4859.93,485.99,6,324,2011-01,True,5.0,5.0,5.0,Champions
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,258,424.4,France,24,0.0,424.4,424.4,39,0,2011-11,True,3.0,1.0,2.0,About to Sleep
12492,2011-08-26 14:51:00,2011-10-07 15:15:00,2,190,227.21,Germany,18,0.0,227.21,113.6,64,42,2011-08,True,3.0,2.0,1.0,About to Sleep
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,204,379.74,France,18,16.95,362.79,189.87,166,32,2011-05,True,2.0,2.0,2.0,Hibernating
12494,2010-12-09 11:31:00,2011-11-24 09:34:00,7,698,1084.1,France,62,88.75,995.35,154.87,16,350,2010-12,True,4.0,5.0,4.0,Loyal Customers
12497,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1231,953.1,Germany,13,0.0,953.1,953.1,82,0,2011-09,True,2.0,1.0,4.0,Hibernating
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,156,349.7,Germany,20,0.0,349.7,116.57,22,36,2011-10,True,4.0,3.0,2.0,Potential Loyalists
12500,2011-01-10 09:48:00,2011-11-16 16:20:00,11,2667,4059.82,Germany,33,33.55,4026.27,369.07,24,310,2011-01,True,4.0,5.0,5.0,Loyal Customers
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1775,2025.39,Germany,148,79.71,1945.68,2025.39,337,0,2011-01,True,1.0,1.0,4.0,Hibernating
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,794,2995.87,Spain,101,0.0,2995.87,599.17,96,214,2011-02,True,2.0,4.0,5.0,At Risk
12504,2011-11-09 14:56:00,2011-11-21 16:02:00,2,87,428.05,Germany,5,368.05,60.0,214.02,19,12,2011-11,True,4.0,2.0,1.0,Potential Loyalists
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,73.5,France,23,0.0,73.5,73.5,233,0,2011-04,True,1.0,1.0,1.0,Hibernating
12507,2011-02-14 09:24:00,2011-07-28 17:09:00,3,885,1052.81,Spain,18,46.75,1006.06,350.94,135,164,2011-02,True,2.0,3.0,4.0,At Risk
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,271,397.88,France,57,0.0,397.88,198.94,27,3,2011-11,True,4.0,2.0,2.0,Potential Loyalists
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,54,158.5,France,6,0.0,158.5,158.5,285,0,2011-02,True,1.0,1.0,1.0,Hibernating
12510,2011-01-18 14:04:00,2011-07-20 10:15:00,2,347,814.57,Spain,28,0.0,814.57,407.28,143,183,2011-01,True,2.0,2.0,3.0,Hibernating
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,96,132.18,Israel,31,0.0,132.18,66.09,67,0,2011-10,True,3.0,2.0,1.0,About to Sleep
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,459,558.29,France,34,25.5,532.79,558.29,113,0,2011-08,True,2.0,1.0,3.0,Hibernating
12514,2011-03-17 16:38:00,2011-03-17 16:38:00,1,440,1017.68,Italy,51,0.0,1017.68,1017.68,268,0,2011-03,True,1.0,1.0,4.0,Hibernating
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,128,278.7,Italy,15,0.0,278.7,278.7,354,0,2010-12,True,1.0,1.0,2.0,Hibernating
12516,2011-06-12 11:37:00,2011-09-23 09:13:00,2,868,1186.06,Germany,19,0.0,1186.06,593.03,78,103,2011-06,True,2.0,2.0,4.0,Hibernating
12517,2011-06-02 15:13:00,2011-11-11 13:57:00,4,1351,2301.6,Germany,231,37.95,2263.65,575.4,29,162,2011-06,True,4.0,4.0,5.0,Loyal Customers
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1306,1840.89,Germany,83,0.0,1840.89,368.18,1,110,2011-08,True,5.0,4.0,4.0,Champions
12519,2011-10-07 09:26:00,2011-10-07 09:26:00,1,172,276.84,Germany,16,0.0,276.84,276.84,64,0,2011-10,True,3.0,1.0,2.0,About to Sleep
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,1423,2346.26,Germany,120,51.75,2294.51,469.25,80,194,2011-03,True,2.0,4.0,5.0,At Risk
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,306,545.68,Germany,37,0.0,545.68,545.68,143,0,2011-07,True,2.0,1.0,3.0,Hibernating
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192,156.72,Germany,10,0.0,156.72,78.36,40,12,2011-10,True,3.0,2.0,1.0,About to Sleep
12523,2011-01-12 09:43:00,2011-11-20 12:55:00,11,860,1699.77,France,83,44.2,1655.57,154.52,20,312,2011-01,True,4.0,5.0,4.0,Loyal Customers
12524,2011-01-10 10:35:00,2011-11-30 15:31:00,8,3669,3945.72,Germany,112,0.0,3945.72,493.22,10,324,2011-01,True,5.0,5.0,5.0,Champions
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,624,1172.66,Germany,63,0.0,1172.66,390.89,1,94,2011-09,True,5.0,3.0,4.0,Potential Loyalists
12527,2011-01-18 12:05:00,2011-09-19 11:55:00,3,233,330.71,Germany,17,0.0,330.71,110.24,82,244,2011-01,True,2.0,3.0,2.0,At Risk
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,740,1645.48,Germany,49,11.2,1634.28,274.25,10,303,2011-01,True,5.0,5.0,4.0,Champions
12530,2011-01-07 10:04:00,2011-10-11 12:34:00,4,904,1500.28,Germany,50,38.65,1461.63,375.07,60,277,2011-01,True,3.0,4.0,4.0,Loyal Customers
12531,2011-11-25 11:12:00,2011-11-25 11:12:00,1,45,125.22,Germany,17,0.0,125.22,125.22,15,0,2011-11,True,4.0,1.0,1.0,Promising
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,151,313.83,France,15,0.0,313.83,313.83,31,0,2011-11,True,4.0,1.0,2.0,Promising
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,645,981.18,Germany,62,0.0,981.18,981.18,131,0,2011-08,True,2.0,1.0,4.0,Hibernating
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,219,716.35,France,28,0.0,716.35,358.18,92,95,2011-06,True,2.0,2.0,3.0,Hibernating
12536,2011-10-11 14:52:00,2011-10-11 14:52:00,1,2801,4279.71,France,259,128.45,4151.26,4279.71,60,0,2011-10,True,3.0,1.0,5.0,About to Sleep
12538,2011-11-10 17:16:00,2011-11-10 17:16:00,1,191,363.95,Spain,21,0.0,363.95,363.95,30,0,2011-11,True,4.0,1.0,2.0,Promising
12539,2011-01-10 09:11:00,2011-11-17 13:30:00,4,2067,5568.35,Spain,157,0.0,5568.35,1392.09,23,311,2011-01,True,4.0,4.0,5.0,Loyal Customers
12540,2010-12-13 09:39:00,2011-11-20 11:31:00,17,6620,11580.24,Spain,276,91.2,11489.04,681.19,20,342,2010-12,True,4.0,5.0,5.0,Loyal Customers
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,675,841.18,Spain,45,0.0,841.18,280.39,30,251,2011-03,True,4.0,3.0,3.0,Potential Loyalists
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,134,316.7,Spain,18,17.0,299.7,316.7,37,0,2011-11,True,3.0,1.0,2.0,About to Sleep
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,517,832.39,Spain,41,0.0,832.39,416.2,76,184,2011-03,True,2.0,2.0,3.0,Hibernating
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,628,1021.5,Spain,58,20.0,1001.5,510.75,47,31,2011-09,True,3.0,2.0,4.0,About to Sleep
